# wl(nm) calibrationFactor
1.964824941647215610e+03 2.000000000000000000e+00
1.968149383127709143e+03 2.000000000000000000e+00
1.971473824608202676e+03 2.000000000000000000e+00
1.974798266088696209e+03 2.000000000000000000e+00
1.978122707569189515e+03 2.000000000000000000e+00
1.981447149049683048e+03 2.000000000000000000e+00
1.984771590530176582e+03 2.000000000000000000e+00
1.988096032010670115e+03 2.000000000000000000e+00
1.991420473491163648e+03 2.000000000000000000e+00
1.994744914971657181e+03 2.000000000000000000e+00
1.998069356452150714e+03 2.000000000000000000e+00
2.001393797932644020e+03 2.000000000000000000e+00
2.004718239413137553e+03 2.000000000000000000e+00
2.008042680893631086e+03 2.000000000000000000e+00
2.011367122374124619e+03 2.000000000000000000e+00
2.014691563854618153e+03 2.000000000000000000e+00
2.018016005335111686e+03 2.000000000000000000e+00
2.021340446815604992e+03 2.000000000000000000e+00
2.024664888296098525e+03 2.000000000000000000e+00
2.027989329776592058e+03 2.000000000000000000e+00
2.031313771257085591e+03 2.000000000000000000e+00
2.034638212737579124e+03 2.000000000000000000e+00
2.037962654218072657e+03 2.000000000000000000e+00
2.041287095698565963e+03 2.000000000000000000e+00
2.044611537179059496e+03 2.000000000000000000e+00
2.047935978659553030e+03 2.000000000000000000e+00
2.051260420140046335e+03 2.000000000000000000e+00
2.054584861620540323e+03 2.000000000000000000e+00
2.057909303101033402e+03 2.000000000000000000e+00
2.061233744581527390e+03 2.000000000000000000e+00
2.064558186062020468e+03 2.000000000000000000e+00
2.067882627542514001e+03 2.000000000000000000e+00
2.071207069023007534e+03 2.000000000000000000e+00
2.074531510503501067e+03 2.000000000000000000e+00
2.077855951983994601e+03 2.000000000000000000e+00
2.081180393464488134e+03 2.000000000000000000e+00
2.084504834944981667e+03 2.000000000000000000e+00
2.087829276425475200e+03 2.000000000000000000e+00
2.091153717905968733e+03 2.000000000000000000e+00
2.094478159386461812e+03 2.000000000000000000e+00
2.097802600866955345e+03 2.000000000000000000e+00
2.101127042347448878e+03 2.000000000000000000e+00
2.104451483827942411e+03 2.000000000000000000e+00
2.107775925308435944e+03 2.000000000000000000e+00
2.111100366788929477e+03 2.000000000000000000e+00
2.114424808269423011e+03 2.000000000000000000e+00
2.117749249749916544e+03 2.000000000000000000e+00
2.121073691230410077e+03 2.000000000000000000e+00
2.124398132710903610e+03 2.000000000000000000e+00
2.127722574191397143e+03 2.000000000000000000e+00
2.131047015671890676e+03 2.000000000000000000e+00
2.134371457152384210e+03 2.000000000000000000e+00
2.137695898632877288e+03 2.000000000000000000e+00
2.141020340113370821e+03 2.000000000000000000e+00
2.144344781593864354e+03 2.000000000000000000e+00
2.147669223074357888e+03 2.000000000000000000e+00
2.150993664554851421e+03 2.000000000000000000e+00
2.154318106035344954e+03 2.000000000000000000e+00
2.157642547515838487e+03 2.000000000000000000e+00
2.160966988996332020e+03 2.000000000000000000e+00
2.164291430476825553e+03 2.000000000000000000e+00
2.167615871957319087e+03 2.000000000000000000e+00
2.170940313437812620e+03 2.000000000000000000e+00
2.174264754918306153e+03 2.000000000000000000e+00
2.177589196398799686e+03 2.000000000000000000e+00
2.180913637879292764e+03 2.000000000000000000e+00
2.184238079359786298e+03 2.000000000000000000e+00
2.187562520840279831e+03 2.000000000000000000e+00
2.190886962320773364e+03 2.000000000000000000e+00
2.194211403801266897e+03 2.000000000000000000e+00
2.197535845281760430e+03 2.000000000000000000e+00
2.200860286762253963e+03 2.000000000000000000e+00
2.204184728242747497e+03 2.000000000000000000e+00
2.207509169723241030e+03 2.000000000000000000e+00
2.210833611203734563e+03 2.000000000000000000e+00
2.214158052684228096e+03 2.000000000000000000e+00
2.217482494164721629e+03 2.000000000000000000e+00
2.220806935645215162e+03 2.000000000000000000e+00
2.224131377125708241e+03 2.000000000000000000e+00
2.227455818606201774e+03 2.000000000000000000e+00
2.230780260086695307e+03 2.000000000000000000e+00
2.234104701567188840e+03 2.000000000000000000e+00
2.237429143047682373e+03 2.000000000000000000e+00
2.240753584528175907e+03 2.000000000000000000e+00
2.244078026008669440e+03 2.000000000000000000e+00
2.247402467489162973e+03 2.000000000000000000e+00
2.250726908969656506e+03 2.000000000000000000e+00
2.254051350450150039e+03 2.000000000000000000e+00
2.257375791930643572e+03 2.000000000000000000e+00
2.260700233411137106e+03 2.000000000000000000e+00
2.264024674891630639e+03 2.000000000000000000e+00
2.267349116372123717e+03 2.000000000000000000e+00
2.270673557852617250e+03 2.000000000000000000e+00
2.273997999333110783e+03 2.000000000000000000e+00
2.277322440813604317e+03 2.000000000000000000e+00
2.280646882294097850e+03 2.000000000000000000e+00
2.283971323774591383e+03 2.000000000000000000e+00
2.287295765255084916e+03 2.000000000000000000e+00
2.290620206735578449e+03 2.000000000000000000e+00
2.293944648216071982e+03 2.000000000000000000e+00
2.297269089696565516e+03 2.000000000000000000e+00
2.300593531177059049e+03 2.000000000000000000e+00
2.303917972657552582e+03 2.000000000000000000e+00
2.307242414138045660e+03 2.000000000000000000e+00
2.310566855618539194e+03 2.000000000000000000e+00
2.313891297099032727e+03 2.000000000000000000e+00
2.317215738579526260e+03 2.000000000000000000e+00
2.320540180060019793e+03 2.000000000000000000e+00
2.323864621540513326e+03 2.000000000000000000e+00
2.327189063021006859e+03 2.000000000000000000e+00
2.330513504501500393e+03 2.000000000000000000e+00
2.333837945981993926e+03 2.000000000000000000e+00
2.337162387462487459e+03 2.000000000000000000e+00
2.340486828942980992e+03 2.000000000000000000e+00
2.343811270423474525e+03 2.000000000000000000e+00
2.347135711903968058e+03 2.000000000000000000e+00
2.350460153384461137e+03 2.000000000000000000e+00
2.353784594864954670e+03 2.000000000000000000e+00
2.357109036345448203e+03 2.000000000000000000e+00
2.360433477825941736e+03 2.000000000000000000e+00
2.363757919306435269e+03 2.000000000000000000e+00
2.367082360786928803e+03 2.000000000000000000e+00
2.370406802267422336e+03 2.000000000000000000e+00
2.373731243747915869e+03 2.000000000000000000e+00
2.377055685228409402e+03 2.000000000000000000e+00
2.380380126708902935e+03 2.000000000000000000e+00
2.383704568189396468e+03 2.000000000000000000e+00
2.387029009669890002e+03 2.000000000000000000e+00
2.390353451150383535e+03 2.000000000000000000e+00
2.393677892630876613e+03 2.000000000000000000e+00
2.397002334111370146e+03 2.000000000000000000e+00
2.400326775591863679e+03 2.000000000000000000e+00
2.403651217072357213e+03 2.000000000000000000e+00
2.406975658552850746e+03 2.000000000000000000e+00
2.410300100033344279e+03 2.000000000000000000e+00
2.413624541513837812e+03 2.000000000000000000e+00
2.416948982994331345e+03 2.000000000000000000e+00
2.420273424474824878e+03 2.000000000000000000e+00
2.423597865955318412e+03 2.000000000000000000e+00
2.426922307435811945e+03 2.000000000000000000e+00
2.430246748916305478e+03 2.000000000000000000e+00
2.433571190396799011e+03 2.000000000000000000e+00
2.436895631877292089e+03 2.000000000000000000e+00
2.440220073357785623e+03 2.000000000000000000e+00
2.443544514838279156e+03 2.000000000000000000e+00
2.446868956318772689e+03 2.000000000000000000e+00
2.450193397799266222e+03 2.000000000000000000e+00
2.453517839279759755e+03 2.000000000000000000e+00
2.456842280760253288e+03 2.000000000000000000e+00
2.460166722240746822e+03 2.000000000000000000e+00
2.463491163721240355e+03 2.000000000000000000e+00
2.466815605201733888e+03 2.000000000000000000e+00
2.470140046682227421e+03 2.000000000000000000e+00
2.473464488162720954e+03 2.000000000000000000e+00
2.476788929643214033e+03 2.000000000000000000e+00
2.480113371123707566e+03 2.000000000000000000e+00
2.483437812604201099e+03 2.000000000000000000e+00
2.486762254084694632e+03 2.000000000000000000e+00
2.490086695565188165e+03 2.000000000000000000e+00
2.493411137045681699e+03 2.000000000000000000e+00
2.496735578526175232e+03 2.000000000000000000e+00
2.500060020006668765e+03 2.000000000000000000e+00
2.503384461487162298e+03 2.000000000000000000e+00
2.506708902967655831e+03 2.000000000000000000e+00
2.510033344448149364e+03 2.000000000000000000e+00
2.513357785928642897e+03 2.000000000000000000e+00
2.516682227409136431e+03 2.000000000000000000e+00
2.520006668889629509e+03 2.000000000000000000e+00
2.523331110370123042e+03 2.000000000000000000e+00
2.526655551850616575e+03 2.000000000000000000e+00
2.529979993331110109e+03 2.000000000000000000e+00
2.533304434811603642e+03 2.000000000000000000e+00
2.536628876292097175e+03 2.000000000000000000e+00
2.539953317772590708e+03 2.000000000000000000e+00
2.543277759253084241e+03 2.000000000000000000e+00
2.546602200733577774e+03 2.000000000000000000e+00
2.549926642214071308e+03 2.000000000000000000e+00
2.553251083694564841e+03 2.000000000000000000e+00
2.556575525175058374e+03 2.000000000000000000e+00
2.559899966655551907e+03 2.000000000000000000e+00
2.563224408136044985e+03 2.000000000000000000e+00
2.566548849616538519e+03 2.000000000000000000e+00
2.569873291097032052e+03 2.000000000000000000e+00
2.573197732577525585e+03 2.000000000000000000e+00
2.576522174058019118e+03 2.000000000000000000e+00
2.579846615538512651e+03 2.000000000000000000e+00
2.583171057019006184e+03 2.000000000000000000e+00
2.586495498499499718e+03 2.000000000000000000e+00
2.589819939979993251e+03 2.000000000000000000e+00
2.593144381460486784e+03 2.000000000000000000e+00
2.596468822940980317e+03 2.000000000000000000e+00
2.599793264421473850e+03 2.000000000000000000e+00
2.603117705901967383e+03 2.000000000000000000e+00
2.606442147382460462e+03 2.000000000000000000e+00
2.609766588862953995e+03 2.000000000000000000e+00
2.613091030343447528e+03 2.000000000000000000e+00
2.616415471823941061e+03 2.000000000000000000e+00
2.619739913304434594e+03 2.000000000000000000e+00
2.623064354784928128e+03 2.000000000000000000e+00
2.626388796265421661e+03 2.000000000000000000e+00
2.629713237745915194e+03 2.000000000000000000e+00
2.633037679226408727e+03 2.000000000000000000e+00
2.636362120706902260e+03 2.000000000000000000e+00
2.639686562187395793e+03 2.000000000000000000e+00
2.643011003667889327e+03 2.000000000000000000e+00
2.646335445148382860e+03 2.000000000000000000e+00
2.649659886628875938e+03 2.000000000000000000e+00
2.652984328109369471e+03 2.000000000000000000e+00
2.656308769589863005e+03 2.000000000000000000e+00
2.659633211070356538e+03 2.000000000000000000e+00
2.662957652550850071e+03 2.000000000000000000e+00
2.666282094031343604e+03 2.000000000000000000e+00
2.669606535511837137e+03 2.000000000000000000e+00
2.672930976992330670e+03 2.000000000000000000e+00
2.676255418472824203e+03 2.000000000000000000e+00
2.679579859953317737e+03 2.000000000000000000e+00
2.682904301433811270e+03 2.000000000000000000e+00
2.686228742914304803e+03 2.000000000000000000e+00
2.689553184394798336e+03 2.000000000000000000e+00
2.692877625875291415e+03 2.000000000000000000e+00
2.696202067355784948e+03 2.000000000000000000e+00
2.699526508836278481e+03 2.000000000000000000e+00
2.702850950316772014e+03 2.000000000000000000e+00
2.706175391797265547e+03 2.000000000000000000e+00
2.709499833277759080e+03 2.000000000000000000e+00
2.712824274758252614e+03 2.000000000000000000e+00
2.716148716238746147e+03 2.000000000000000000e+00
2.719473157719239680e+03 2.000000000000000000e+00
2.722797599199733213e+03 2.000000000000000000e+00
2.726122040680226746e+03 2.000000000000000000e+00
2.729446482160720279e+03 2.000000000000000000e+00
2.732770923641213358e+03 2.000000000000000000e+00
2.736095365121706891e+03 2.000000000000000000e+00
2.739419806602200424e+03 2.000000000000000000e+00
2.742744248082693957e+03 2.000000000000000000e+00
2.746068689563187490e+03 2.000000000000000000e+00
2.749393131043681024e+03 2.000000000000000000e+00
2.752717572524174557e+03 2.000000000000000000e+00
2.756042014004668090e+03 2.000000000000000000e+00
2.759366455485161623e+03 2.000000000000000000e+00
2.762690896965655156e+03 2.000000000000000000e+00
2.766015338446148689e+03 2.000000000000000000e+00
2.769339779926642223e+03 2.000000000000000000e+00
2.772664221407135756e+03 2.000000000000000000e+00
2.775988662887628834e+03 2.000000000000000000e+00
2.779313104368122367e+03 2.000000000000000000e+00
2.782637545848615900e+03 2.000000000000000000e+00
2.785961987329109434e+03 2.000000000000000000e+00
2.789286428809602967e+03 2.000000000000000000e+00
2.792610870290096500e+03 2.000000000000000000e+00
2.795935311770590033e+03 2.000000000000000000e+00
2.799259753251083566e+03 2.000000000000000000e+00
2.802584194731577099e+03 2.000000000000000000e+00
2.805908636212070633e+03 2.000000000000000000e+00
2.809233077692564166e+03 2.000000000000000000e+00
2.812557519173057699e+03 2.000000000000000000e+00
2.815881960653551232e+03 2.000000000000000000e+00
2.819206402134044311e+03 2.000000000000000000e+00
2.822530843614537844e+03 2.000000000000000000e+00
2.825855285095031377e+03 2.000000000000000000e+00
2.829179726575524910e+03 2.000000000000000000e+00
2.832504168056018443e+03 2.000000000000000000e+00
2.835828609536511976e+03 2.000000000000000000e+00
2.839153051017005509e+03 2.000000000000000000e+00
2.842477492497499043e+03 2.000000000000000000e+00
2.845801933977992576e+03 2.000000000000000000e+00
2.849126375458486109e+03 2.000000000000000000e+00
2.852450816938979642e+03 2.000000000000000000e+00
2.855775258419473175e+03 2.000000000000000000e+00
2.859099699899966708e+03 2.000000000000000000e+00
2.862424141380459787e+03 2.000000000000000000e+00
2.865748582860953320e+03 2.000000000000000000e+00
2.869073024341446853e+03 2.000000000000000000e+00
2.872397465821940386e+03 2.000000000000000000e+00
2.875721907302433920e+03 2.000000000000000000e+00
2.879046348782927453e+03 2.000000000000000000e+00
2.882370790263420986e+03 2.000000000000000000e+00
2.885695231743914519e+03 2.000000000000000000e+00
2.889019673224408052e+03 2.000000000000000000e+00
2.892344114704901585e+03 2.000000000000000000e+00
2.895668556185395119e+03 2.000000000000000000e+00
2.898992997665888652e+03 2.000000000000000000e+00
2.902317439146381730e+03 2.000000000000000000e+00
2.905641880626875263e+03 2.000000000000000000e+00
2.908966322107368796e+03 2.000000000000000000e+00
2.912290763587862330e+03 2.000000000000000000e+00
2.915615205068355863e+03 2.000000000000000000e+00
2.918939646548849396e+03 2.000000000000000000e+00
2.922264088029342929e+03 2.000000000000000000e+00
2.925588529509836462e+03 2.000000000000000000e+00
2.928912970990329995e+03 2.000000000000000000e+00
2.932237412470823529e+03 2.000000000000000000e+00
2.935561853951317062e+03 2.000000000000000000e+00
2.938886295431810595e+03 2.000000000000000000e+00
2.942210736912304128e+03 2.000000000000000000e+00
2.945535178392797206e+03 2.000000000000000000e+00
2.948859619873290740e+03 2.000000000000000000e+00
2.952184061353784273e+03 2.000000000000000000e+00
2.955508502834277806e+03 2.000000000000000000e+00
2.958832944314771339e+03 2.000000000000000000e+00
2.962157385795264872e+03 2.000000000000000000e+00
2.965481827275758405e+03 2.000000000000000000e+00
2.968806268756251939e+03 2.000000000000000000e+00
2.972130710236745472e+03 2.000000000000000000e+00
2.975455151717239005e+03 2.000000000000000000e+00
2.978779593197732538e+03 2.000000000000000000e+00
2.982104034678226071e+03 2.000000000000000000e+00
2.985428476158719604e+03 2.000000000000000000e+00
2.988752917639212683e+03 2.000000000000000000e+00
2.992077359119706216e+03 2.000000000000000000e+00
2.995401800600199749e+03 2.000000000000000000e+00
2.998726242080693282e+03 2.000000000000000000e+00
3.002050683561186815e+03 2.000000000000000000e+00
3.005375125041680349e+03 2.000000000000000000e+00
3.008699566522173882e+03 2.000000000000000000e+00
3.012024008002667415e+03 2.000000000000000000e+00
3.015348449483160948e+03 2.000000000000000000e+00
3.018672890963654481e+03 2.000000000000000000e+00
3.021997332444148014e+03 2.000000000000000000e+00
3.025321773924641548e+03 2.000000000000000000e+00
3.028646215405135081e+03 2.000000000000000000e+00
3.031970656885628159e+03 2.000000000000000000e+00
3.035295098366121692e+03 2.000000000000000000e+00
3.038619539846615226e+03 2.000000000000000000e+00
3.041943981327108759e+03 2.000000000000000000e+00
3.045268422807602292e+03 2.000000000000000000e+00
3.048592864288095825e+03 2.000000000000000000e+00
3.051917305768589358e+03 2.000000000000000000e+00
3.055241747249082891e+03 2.000000000000000000e+00
3.058566188729576425e+03 2.000000000000000000e+00
3.061890630210069958e+03 2.000000000000000000e+00
3.065215071690563491e+03 2.000000000000000000e+00
3.068539513171057024e+03 2.000000000000000000e+00
3.071863954651550557e+03 2.000000000000000000e+00
3.075188396132043636e+03 2.000000000000000000e+00
3.078512837612537169e+03 2.000000000000000000e+00
3.081837279093030702e+03 2.000000000000000000e+00
3.085161720573524235e+03 2.000000000000000000e+00
3.088486162054017768e+03 2.000000000000000000e+00
3.091810603534511301e+03 2.000000000000000000e+00
3.095135045015004835e+03 2.000000000000000000e+00
3.098459486495498368e+03 2.000000000000000000e+00
3.101783927975991901e+03 2.000000000000000000e+00
3.105108369456485434e+03 2.000000000000000000e+00
3.108432810936978967e+03 2.000000000000000000e+00
3.111757252417472500e+03 2.000000000000000000e+00
3.115081693897966034e+03 2.000000000000000000e+00
3.118406135378459112e+03 2.000000000000000000e+00
3.121730576858952645e+03 2.000000000000000000e+00
3.125055018339446178e+03 2.000000000000000000e+00
3.128379459819939711e+03 2.000000000000000000e+00
3.131703901300433245e+03 2.000000000000000000e+00
3.135028342780926778e+03 2.000000000000000000e+00
3.138352784261420311e+03 2.000000000000000000e+00
3.141677225741913844e+03 2.000000000000000000e+00
3.145001667222407377e+03 2.000000000000000000e+00
3.148326108702900910e+03 2.000000000000000000e+00
3.151650550183394444e+03 2.000000000000000000e+00
3.154974991663887977e+03 2.000000000000000000e+00
3.158299433144381055e+03 2.000000000000000000e+00
3.161623874624874588e+03 2.000000000000000000e+00
3.164948316105368121e+03 2.000000000000000000e+00
3.168272757585861655e+03 2.000000000000000000e+00
3.171597199066355188e+03 2.000000000000000000e+00
3.174921640546848721e+03 2.000000000000000000e+00
3.178246082027342254e+03 2.000000000000000000e+00
3.181570523507835787e+03 2.000000000000000000e+00
3.184894964988329320e+03 2.000000000000000000e+00
3.188219406468822854e+03 2.000000000000000000e+00
3.191543847949316387e+03 2.000000000000000000e+00
3.194868289429809920e+03 2.000000000000000000e+00
3.198192730910303453e+03 2.000000000000000000e+00
3.201517172390796532e+03 2.000000000000000000e+00
3.204841613871290065e+03 2.000000000000000000e+00
3.208166055351783598e+03 2.000000000000000000e+00
3.211490496832277131e+03 2.000000000000000000e+00
3.214814938312770664e+03 2.000000000000000000e+00
3.218139379793264197e+03 2.000000000000000000e+00
3.221463821273757731e+03 2.000000000000000000e+00
3.224788262754251264e+03 2.000000000000000000e+00
3.228112704234744797e+03 2.000000000000000000e+00
3.231437145715238330e+03 2.000000000000000000e+00
3.234761587195731863e+03 2.000000000000000000e+00
3.238086028676225396e+03 2.000000000000000000e+00
3.241410470156718930e+03 2.000000000000000000e+00
3.244734911637212008e+03 2.000000000000000000e+00
3.248059353117705541e+03 2.000000000000000000e+00
3.251383794598199074e+03 2.000000000000000000e+00
3.254708236078692607e+03 2.000000000000000000e+00
3.258032677559186141e+03 2.000000000000000000e+00
3.261357119039679674e+03 2.000000000000000000e+00
3.264681560520173207e+03 2.000000000000000000e+00
3.268006002000666740e+03 2.000000000000000000e+00
3.271330443481160273e+03 2.000000000000000000e+00
3.274654884961653806e+03 2.000000000000000000e+00
3.277979326442147340e+03 2.000000000000000000e+00
3.281303767922640873e+03 2.000000000000000000e+00
3.284628209403134406e+03 2.000000000000000000e+00
3.287952650883627484e+03 2.000000000000000000e+00
3.291277092364121017e+03 2.000000000000000000e+00
3.294601533844614551e+03 2.000000000000000000e+00
3.297925975325108084e+03 2.000000000000000000e+00
3.301250416805601617e+03 2.000000000000000000e+00
3.304574858286095150e+03 2.000000000000000000e+00
3.307899299766588683e+03 2.000000000000000000e+00
3.311223741247082216e+03 2.000000000000000000e+00
3.314548182727575750e+03 2.000000000000000000e+00
3.317872624208069283e+03 2.000000000000000000e+00
3.321197065688562816e+03 2.000000000000000000e+00
3.324521507169056349e+03 2.000000000000000000e+00
3.327845948649549428e+03 2.000000000000000000e+00
3.331170390130042961e+03 2.000000000000000000e+00
3.334494831610536494e+03 2.000000000000000000e+00
3.337819273091030027e+03 2.000000000000000000e+00
3.341143714571523560e+03 2.000000000000000000e+00
3.344468156052017093e+03 2.000000000000000000e+00
3.347792597532510626e+03 2.000000000000000000e+00
3.351117039013004160e+03 2.000000000000000000e+00
3.354441480493497693e+03 2.000000000000000000e+00
3.357765921973991226e+03 2.000000000000000000e+00
3.361090363454484759e+03 2.000000000000000000e+00
3.364414804934978292e+03 2.000000000000000000e+00
3.367739246415471825e+03 2.000000000000000000e+00
3.371063687895964904e+03 2.000000000000000000e+00
3.374388129376458437e+03 2.000000000000000000e+00
3.377712570856951970e+03 2.000000000000000000e+00
3.381037012337445503e+03 2.000000000000000000e+00
3.384361453817939037e+03 2.000000000000000000e+00
3.387685895298432570e+03 2.000000000000000000e+00
3.391010336778926103e+03 2.000000000000000000e+00
3.394334778259419636e+03 2.000000000000000000e+00
3.397659219739913169e+03 2.000000000000000000e+00
3.400983661220406702e+03 2.000000000000000000e+00
3.404308102700900236e+03 2.000000000000000000e+00
3.407632544181393769e+03 2.000000000000000000e+00
3.410956985661887302e+03 2.000000000000000000e+00
3.414281427142380380e+03 2.000000000000000000e+00
3.417605868622873913e+03 2.000000000000000000e+00
3.420930310103367447e+03 2.000000000000000000e+00
3.424254751583860980e+03 2.000000000000000000e+00
3.427579193064354513e+03 2.000000000000000000e+00
3.430903634544848046e+03 2.000000000000000000e+00
3.434228076025341579e+03 2.000000000000000000e+00
3.437552517505835112e+03 2.000000000000000000e+00
3.440876958986328646e+03 2.000000000000000000e+00
3.444201400466822179e+03 2.000000000000000000e+00
3.447525841947315712e+03 2.000000000000000000e+00
3.450850283427809245e+03 2.000000000000000000e+00
3.454174724908302778e+03 2.000000000000000000e+00
3.457499166388795857e+03 2.000000000000000000e+00
3.460823607869289390e+03 2.000000000000000000e+00
3.464148049349782923e+03 2.000000000000000000e+00
3.467472490830276456e+03 2.000000000000000000e+00
3.470796932310769989e+03 2.000000000000000000e+00
3.474121373791263522e+03 2.000000000000000000e+00
3.477445815271757056e+03 2.000000000000000000e+00
3.480770256752250589e+03 2.000000000000000000e+00
3.484094698232744122e+03 2.000000000000000000e+00
3.487419139713237655e+03 2.000000000000000000e+00
3.490743581193731188e+03 2.000000000000000000e+00
3.494068022674224721e+03 2.000000000000000000e+00
3.497392464154718255e+03 2.000000000000000000e+00
3.500716905635211333e+03 2.000000000000000000e+00
3.504041347115704866e+03 2.000000000000000000e+00
3.507365788596198399e+03 2.000000000000000000e+00
3.510690230076691932e+03 2.000000000000000000e+00
3.514014671557185466e+03 2.000000000000000000e+00
3.517339113037678999e+03 2.000000000000000000e+00
3.520663554518172532e+03 2.000000000000000000e+00
3.523987995998666065e+03 2.000000000000000000e+00
3.527312437479159598e+03 2.000000000000000000e+00
3.530636878959653131e+03 2.000000000000000000e+00
3.533961320440146665e+03 2.000000000000000000e+00
3.537285761920640198e+03 2.000000000000000000e+00
3.540610203401133731e+03 2.000000000000000000e+00
3.543934644881626809e+03 2.000000000000000000e+00
3.547259086362120343e+03 2.000000000000000000e+00
3.550583527842613876e+03 2.000000000000000000e+00
3.553907969323107409e+03 2.000000000000000000e+00
3.557232410803600942e+03 2.000000000000000000e+00
3.560556852284094475e+03 2.000000000000000000e+00
3.563881293764588008e+03 2.000000000000000000e+00
3.567205735245081542e+03 2.000000000000000000e+00
3.570530176725575075e+03 2.000000000000000000e+00
3.573854618206068608e+03 2.000000000000000000e+00
3.577179059686562141e+03 2.000000000000000000e+00
3.580503501167055674e+03 2.000000000000000000e+00
3.583827942647548753e+03 2.000000000000000000e+00
3.587152384128042286e+03 2.000000000000000000e+00
3.590476825608535819e+03 2.000000000000000000e+00
3.593801267089029352e+03 2.000000000000000000e+00
3.597125708569522885e+03 2.000000000000000000e+00
3.600450150050016418e+03 2.000000000000000000e+00
3.603774591530509952e+03 2.000000000000000000e+00
3.607099033011003485e+03 2.000000000000000000e+00
3.610423474491497018e+03 2.000000000000000000e+00
3.613747915971990551e+03 2.000000000000000000e+00
3.617072357452484084e+03 2.000000000000000000e+00
3.620396798932977617e+03 2.000000000000000000e+00
3.623721240413471151e+03 2.000000000000000000e+00
3.627045681893964229e+03 2.000000000000000000e+00
3.630370123374457762e+03 2.000000000000000000e+00
3.633694564854951295e+03 2.000000000000000000e+00
3.637019006335444828e+03 2.000000000000000000e+00
3.640343447815938362e+03 2.000000000000000000e+00
3.643667889296431895e+03 2.000000000000000000e+00
3.646992330776925428e+03 2.000000000000000000e+00
3.650316772257418961e+03 2.000000000000000000e+00
3.653641213737912494e+03 2.000000000000000000e+00
3.656965655218406027e+03 2.000000000000000000e+00
3.660290096698899561e+03 2.000000000000000000e+00
3.663614538179393094e+03 2.000000000000000000e+00
3.666938979659886627e+03 2.000000000000000000e+00
3.670263421140379705e+03 2.000000000000000000e+00
3.673587862620873238e+03 2.000000000000000000e+00
3.676912304101366772e+03 2.000000000000000000e+00
3.680236745581860305e+03 2.000000000000000000e+00
3.683561187062353838e+03 2.000000000000000000e+00
3.686885628542847371e+03 2.000000000000000000e+00
3.690210070023340904e+03 2.000000000000000000e+00
3.693534511503834437e+03 2.000000000000000000e+00
3.696858952984327971e+03 2.000000000000000000e+00
3.700183394464821504e+03 2.000000000000000000e+00
3.703507835945315037e+03 2.000000000000000000e+00
3.706832277425808570e+03 2.000000000000000000e+00
3.710156718906302103e+03 2.000000000000000000e+00
3.713481160386795182e+03 2.000000000000000000e+00
3.716805601867288715e+03 2.000000000000000000e+00
3.720130043347782248e+03 2.000000000000000000e+00
3.723454484828275781e+03 2.000000000000000000e+00
3.726778926308769314e+03 2.000000000000000000e+00
3.730103367789262848e+03 2.000000000000000000e+00
3.733427809269756381e+03 2.000000000000000000e+00
3.736752250750249914e+03 2.000000000000000000e+00
3.740076692230743447e+03 2.000000000000000000e+00
3.743401133711236980e+03 2.000000000000000000e+00
3.746725575191730513e+03 2.000000000000000000e+00
3.750050016672224046e+03 2.000000000000000000e+00
3.753374458152717125e+03 2.000000000000000000e+00
3.756698899633210658e+03 2.000000000000000000e+00
3.760023341113704191e+03 2.000000000000000000e+00
3.763347782594197724e+03 2.000000000000000000e+00
3.766672224074691258e+03 2.000000000000000000e+00
3.769996665555184791e+03 2.000000000000000000e+00
3.773321107035678324e+03 2.000000000000000000e+00
3.776645548516171857e+03 2.000000000000000000e+00
3.779969989996665390e+03 2.000000000000000000e+00
3.783294431477158923e+03 2.000000000000000000e+00
3.786618872957652457e+03 2.000000000000000000e+00
3.789943314438145990e+03 2.000000000000000000e+00
3.793267755918639523e+03 2.000000000000000000e+00
3.796592197399132601e+03 2.000000000000000000e+00
3.799916638879626134e+03 2.000000000000000000e+00
3.803241080360119668e+03 2.000000000000000000e+00
3.806565521840613201e+03 2.000000000000000000e+00
3.809889963321106734e+03 2.000000000000000000e+00
3.813214404801600267e+03 2.000000000000000000e+00
3.816538846282093800e+03 2.000000000000000000e+00
3.819863287762587333e+03 2.000000000000000000e+00
3.823187729243080867e+03 2.000000000000000000e+00
3.826512170723574400e+03 2.000000000000000000e+00
3.829836612204067933e+03 2.000000000000000000e+00
3.833161053684561466e+03 2.000000000000000000e+00
3.836485495165054999e+03 2.000000000000000000e+00
3.839809936645548078e+03 2.000000000000000000e+00
3.843134378126041611e+03 2.000000000000000000e+00
3.846458819606535144e+03 2.000000000000000000e+00
3.849783261087028677e+03 2.000000000000000000e+00
3.853107702567522210e+03 2.000000000000000000e+00
3.856432144048015743e+03 2.000000000000000000e+00
3.859756585528509277e+03 2.000000000000000000e+00
3.863081027009002810e+03 2.000000000000000000e+00
3.866405468489496343e+03 2.000000000000000000e+00
3.869729909969989876e+03 2.000000000000000000e+00
3.873054351450483409e+03 2.000000000000000000e+00
3.876378792930976942e+03 2.000000000000000000e+00
3.879703234411470476e+03 2.000000000000000000e+00
3.883027675891963554e+03 2.000000000000000000e+00
3.886352117372457087e+03 2.000000000000000000e+00
3.889676558852950620e+03 2.000000000000000000e+00
3.893001000333444154e+03 2.000000000000000000e+00
3.896325441813937687e+03 2.000000000000000000e+00
